,0,1,2,3,4,5,6,7
113,df33820c-0693-4994-84ff-060ee37a2e2a,183,49.72677595628415,40,48,52,43,12.530054644808743
114,aa196889-dbbf-41d7-a65e-08531025dd3d,215,45.58139534883721,55,51,62,47,11.902325581395349
115,16e26ce9-4095-4fb8-8b4b-179fcc25ed82,178,45.50561797752809,38,47,59,34,9.53370786516854
116,f32c5523-7c77-48ab-9164-03adb181add1,204,47.549019607843135,42,51,65,46,16.504901960784313
117,8e9406ad-e941-4029-aee0-39ad191643af,216,46.2962962962963,58,51,58,49,10.328703703703704
118,f73680bb-e29b-4cd1-851a-8c2d9828bb6a,209,42.58373205741627,52,51,68,38,12.0
119,744245d3-1b1a-45bf-b3fe-a9b817e1216b,195,50.76923076923077,38,54,58,45,10.158974358974358
120,3a8c9c97-d40e-44c9-b96c-2facdc3a6688,210,43.80952380952381,51,47,67,45,11.1
121,07eaa093-55fd-4660-a77c-0c68b1574c51,190,48.94736842105263,49,50,48,43,12.347368421052632
122,253b6135-1e7a-423d-a087-904026573ae0,210,48.095238095238095,50,52,59,49,11.933333333333334
123,10296038-c1f4-47a9-af0a-30471bcd1b8a,211,46.44549763033175,45,52,68,46,10.791469194312796
124,f8b84012-d543-475e-be2f-cd4f05bf1ba8,214,51.401869158878505,41,59,63,51,12.481308411214954
125,fd4d0264-a446-4b96-87e5-794869aff366,182,48.35164835164835,37,50,57,38,12.153846153846153
126,eaab90f4-e1cf-4ab9-a407-da8bdbf4b1bb,224,50.892857142857146,46,56,64,58,11.526785714285714
127,64da5f06-8c5f-4f7a-a529-b42bfdf21a18,233,50.21459227467811,52,60,64,57,10.390557939914164
128,c0f88eca-f507-4d92-a6a5-c0ec94c37b7f,169,49.112426035502956,33,46,53,37,12.34319526627219
129,55bfe99f-457d-4266-ac4b-67117f8b2c14,223,49.775784753363226,55,54,57,57,12.721973094170403
130,74a0512a-4eaf-476c-aa1d-8881dbb130af,219,42.465753424657535,58,51,68,42,8.059360730593607
131,b6193d67-77f7-4ff6-89d3-3ae0c2abf01c,209,47.36842105263158,57,45,53,54,9.07177033492823
132,4d98ea8f-6e2d-4e6a-996d-13e22698d11b,195,41.53846153846154,41,49,73,32,5.164102564102564
133,90a4e2df-4e8a-4e70-a674-ecdbde59a4b7,198,45.45454545454545,54,44,54,46,13.47979797979798
134,ba59be8c-d2a9-46be-90a4-8998dd26ac76,201,44.27860696517413,50,47,62,42,10.218905472636816
135,77de1899-a7c0-488b-8657-e8205347086c,219,44.74885844748859,49,54,72,44,10.940639269406393
136,86b3bad9-9fb4-4c43-8305-9c2c15fbf284,213,47.417840375586856,54,48,58,53,13.23943661971831
137,b62a0ddd-6962-499f-b7c8-1e74398212ac,215,47.906976744186046,54,50,58,53,13.446511627906977
138,4efa0ee8-cb30-44ee-a120-48784f0f50ab,198,43.43434343434343,44,53,68,33,9.782828282828282
139,2f8510a2-ee45-49f3-aec9-ee8482cbb2f5,199,45.7286432160804,46,46,62,45,12.346733668341708
140,bf02b29c-2a9b-4bdd-b26b-097cafad91fa,206,48.54368932038835,48,45,58,55,14.266990291262136
141,1e832138-79d0-49a5-b700-55d160e9d2f5,206,47.0873786407767,44,50,65,47,8.563106796116505
142,a4926ed5-121d-4385-8e0f-54df8189adba,158,47.46835443037975,34,39,49,36,10.468354430379748
143,9449303a-56cc-431f-891d-90402c41ec7b,215,42.7906976744186,58,49,65,43,13.404651162790698
144,fc67c196-5a60-4c5d-8433-696bffb904e8,213,50.23474178403756,47,57,59,50,9.985915492957746
145,6653ecdc-f1dd-47f3-bf81-cf7b9671dfe8,208,51.44230769230769,45,54,56,53,10.346153846153847
146,ef5336d7-4e10-4d8d-8584-abcf4bcb7454,216,49.074074074074076,49,59,61,47,13.222222222222221
147,4d7304f9-fb89-4cfd-8a36-b154e75be5d4,195,46.15384615384615,43,49,62,41,10.42051282051282
148,383578db-23bc-48a8-9a68-fe1a0b8571e6,217,47.92626728110599,59,51,54,53,15.018433179723502
149,3009e60e-dfbb-4af2-904f-a46a452185e6,181,46.408839779005525,46,49,51,35,9.414364640883978
150,dab79a43-44b8-4a35-a6a5-68c7b2f42ed2,212,48.58490566037736,53,57,56,46,10.18867924528302
151,a404c803-ac01-452d-b6f1-be54c843c03f,196,47.44897959183673,40,45,63,48,10.505102040816327
152,aa2587ce-9e71-4837-b659-55af60790fa6,226,51.32743362831859,50,65,60,51,8.008849557522124
153,dce177c4-c92d-4953-bbc2-c967245fb758,189,50.264550264550266,42,50,52,45,11.079365079365079
154,d5995758-51b5-4ca1-a077-c634635a21e2,168,46.42857142857143,34,36,56,42,12.351190476190476
155,527d7904-ff7c-4d21-bfcb-d6919da40f4b,221,45.248868778280546,49,54,72,46,14.85972850678733
156,12c045bc-b48f-4dd3-b7eb-e66ab12ea1e9,215,43.25581395348837,49,50,73,43,10.581395348837209
157,f04d31d7-88ec-4148-b75f-befc3ebafcc0,207,43.96135265700483,44,49,72,42,10.454106280193237
158,f175e769-e922-4113-b161-5a51307ac448,215,44.651162790697676,56,47,63,49,11.38139534883721
159,ca678be9-8583-47bd-817c-d4cad95581ae,184,45.108695652173914,52,41,49,42,11.0
160,408a7be0-d55d-4037-a62c-761771f05745,177,45.76271186440678,42,44,54,37,8.344632768361581
161,8f413727-b801-4641-9826-1212c4b8d5b5,216,38.888888888888886,54,50,78,34,8.203703703703704
162,4e576f1a-39ac-4ee9-a17a-7ace6081be46,195,51.794871794871796,36,53,58,48,13.374358974358975
163,22ea103d-67a7-4a22-a67b-d223796ab18f,205,46.829268292682926,47,51,62,45,10.64390243902439
164,b49233c1-ea7b-4791-bed4-28b607f9bb28,224,47.32142857142857,54,56,64,50,9.053571428571429
165,90656c19-803c-4774-bcf5-f70d2b645434,199,42.21105527638191,49,46,66,38,12.246231155778894
166,38faa030-60d9-4427-9d8a-f8d040cf47ab,207,42.99516908212561,59,46,59,43,13.710144927536232
167,f5c5c593-aabd-4159-b2de-247693b4617b,201,50.24875621890547,43,50,57,51,13.039800995024876
168,e04291a3-a0a3-4ea7-a997-a7dd9a7a97ca,202,50.495049504950494,49,53,51,49,12.366336633663366
169,eab83f7c-4414-479d-afce-c6b4f275ff13,206,47.0873786407767,44,58,65,39,8.101941747572816
170,1f4f8190-b888-4a79-af7a-05e2fbade60d,204,48.529411764705884,47,51,58,48,11.480392156862745
171,ecf14591-51d8-43b2-9d11-31de9d3ed78b,158,44.30379746835443,32,38,56,32,14.518987341772151
172,fb5922d7-b858-4f0e-b7c6-09718ddb4f4b,209,47.84688995215311,49,50,60,50,8.105263157894736
173,867f1b10-f9c5-4622-8d7e-33f97443ea3e,226,43.36283185840708,59,51,69,47,9.212389380530974
174,8f36d48b-0279-4f75-82e2-d66fe7853da0,1136,45.42253521126761,299,226,321,290,13.393485915492958
175,20397fc7-d1ab-40cc-98b6-d515f47658ee,205,47.80487804878049,46,48,61,50,13.38048780487805
176,ecc552fd-cc42-4678-bec4-0ee8b05c2a86,216,48.611111111111114,46,55,65,50,16.00462962962963
177,c19135d2-33d4-4b61-9d29-d8a94322c78a,207,49.75845410628019,50,54,54,49,12.367149758454106
178,86e67ea8-3f62-49d8-8e28-dfb8b4f44059,216,42.129629629629626,71,47,54,44,9.143518518518519
179,4da5d5dc-7aef-4267-a6bc-b80366707a58,193,50.77720207253886,46,51,49,47,13.792746113989637
180,662342fa-8146-4840-b0e4-da48af21ea90,230,49.130434782608695,51,61,66,52,8.417391304347825
181,2ad37156-0d42-44cf-9704-93354dde9df6,188,49.46808510638298,41,49,54,44,12.558510638297872
182,150ecb77-4229-4818-9e7f-7269032649f5,213,45.070422535211264,58,49,59,47,10.267605633802816
183,0ea8c627-bacc-46e1-836d-2ff28d33fde5,216,46.2962962962963,61,49,55,51,14.75462962962963
184,23ffa3a5-d1a3-4681-bfda-5fb2a2e573cf,202,44.554455445544555,54,48,58,42,9.094059405940595
185,5cb24780-3c88-4214-af5e-c9aa58405e2a,188,47.87234042553192,50,46,48,44,13.079787234042554
186,dc156541-db2b-43e5-ba22-06172330252d,211,49.76303317535545,45,57,61,48,7.156398104265403
187,494282e2-4862-483d-9f11-a8474538a9d2,203,49.26108374384236,38,51,65,49,13.266009852216749
188,30883cdb-57bf-400f-9f92-bce0dc4943ee,195,46.15384615384615,52,48,53,42,11.36923076923077
189,64dd546e-ff47-4fd8-a33c-cf1548acc71b,200,51.5,40,54,57,49,13.385
190,d50b0614-6d1a-4fca-b71e-acacbc8d1211,206,44.1747572815534,50,46,65,45,11.87864077669903
191,d9259573-8f33-49d3-b5dc-5d63f64b0d23,212,49.528301886792455,46,54,61,51,13.04245283018868
192,354c2311-f695-4eb5-ae95-22129cd9e2fe,188,48.93617021276596,40,50,56,42,13.46808510638298
193,8c7ed010-f557-4407-ac6a-7d4998acde92,209,46.889952153110045,44,57,67,41,7.315789473684211
194,1b60bd80-b089-4c90-86d2-681be10873aa,217,45.16129032258065,51,55,68,43,10.382488479262673
195,f82e6a74-cbc2-449f-bfac-0e5908bdea79,202,48.51485148514851,47,49,57,49,13.193069306930694
196,3ed617e3-2b9e-4a1b-8b13-4a71bf6eef98,184,44.56521739130435,47,38,55,44,10.630434782608695
197,a9defb8e-dcba-4a99-ab5e-a2ace063b97d,194,46.90721649484536,37,51,66,40,9.484536082474227
198,4b29d03d-b3cc-41fa-a658-b47e05b6ff70,191,51.30890052356021,37,52,56,46,14.69109947643979
199,bf5805fe-4426-492c-adf1-10ea3ddff33e,231,46.753246753246756,55,56,68,52,10.337662337662337
200,8335e79c-031a-42ea-98d2-41c4eafb4408,207,46.3768115942029,50,50,61,46,11.565217391304348
201,0fc985ba-64db-4ca8-8e42-03ae2b94e479,193,47.66839378238342,44,49,57,43,12.461139896373057
202,30294e76-a860-4690-9be0-8cbc6cbc2a10,183,54.6448087431694,25,56,58,44,11.306010928961749
203,9b5625f8-3759-4b2f-b1bd-cf2aadef5a77,207,42.028985507246375,56,46,64,41,8.96135265700483
204,f4f6e075-2e38-4fba-842c-5ed33fdf373b,215,49.30232558139535,53,54,56,52,12.632558139534884
205,13d571c7-7a2a-4a08-9e86-4e5710c60eb6,226,48.230088495575224,58,51,59,58,10.867256637168142
206,59199928-4ca8-46f1-9805-c2053deec2e3,175,53.714285714285715,33,47,48,47,11.937142857142858
207,0e9244fb-9f9a-4fdd-863b-6ff9ea1e7b26,214,48.598130841121495,46,54,64,50,11.780373831775702
208,f203d23c-bf8b-4fc5-9894-7d5bb40694f8,204,47.05882352941177,46,47,62,49,13.495098039215685
209,883002d9-c378-41d2-9d39-446922a553aa,216,45.833333333333336,51,50,66,49,13.097222222222221
210,1a111e1f-9914-4e15-8256-71daf5d0a126,215,46.04651162790697,56,48,60,51,10.26046511627907
211,7f765e14-66f0-4c61-9eb2-b3fbdcaf27e6,198,44.44444444444444,47,47,63,41,11.686868686868687
212,55813903-c40e-429e-870a-cf789ba8ded9,193,52.84974093264249,37,48,54,54,12.875647668393782
213,64238b49-8c67-4e6f-8010-4b45c1e6c207,212,43.39622641509434,57,47,63,45,11.24056603773585
214,da09bdd5-cc04-4650-8b42-a51a50054770,216,45.370370370370374,58,51,60,47,12.032407407407407
215,2a69b0bd-f70f-4f3a-ae3f-8799c3397c45,191,48.167539267015705,32,53,67,39,12.958115183246074
216,6c49c50b-a498-4f1f-8eab-95b7d8d2fa88,211,46.91943127962085,54,50,58,49,12.976303317535544
217,f368a452-e0ce-4f78-9aba-59234fde11c9,201,50.24875621890547,46,51,54,50,13.517412935323383
218,a4ef3847-a6a9-4233-960a-36f8b76686e2,198,44.44444444444444,43,44,67,44,11.373737373737374
219,948d473f-abb0-495c-a3c3-3e422a0680ed,162,51.23456790123457,32,47,47,36,11.783950617283951
220,6ee77e27-6fb4-48d7-87fe-c26341388b8c,188,45.744680851063826,48,46,54,40,13.78191489361702
221,c4a9f0ed-3690-48fc-939c-545dc9af7179,205,48.292682926829265,49,50,57,49,13.44390243902439
222,b7d7bfa6-2b44-4c75-a1bd-a4ee1f104278,197,51.26903553299493,43,55,53,46,8.598984771573605
223,99281c58-bb83-4d5c-b578-4e4b6d92084d,219,42.465753424657535,53,54,73,39,11.885844748858448
224,ef2558c9-9ad2-416c-8795-b49000d3bb86,217,45.6221198156682,55,51,63,48,13.52995391705069
225,dac7db71-cf42-4d51-8faf-3ad2f30f8de6,168,46.42857142857143,33,46,57,32,14.035714285714286
226,253007dc-8369-4cdf-b83f-0e64814e48d2,216,50.0,50,56,58,52,9.671296296296296
227,22acc8f6-a36e-4c61-bd34-7d937bac1fc4,197,43.14720812182741,50,49,62,36,9.903553299492385
228,4a1c84c6-6d7f-48f8-8c87-b34b50c4a55f,199,50.25125628140704,48,51,51,49,10.663316582914574
229,e04b7da6-81ff-4b3c-aa79-f43cf8368588,199,46.733668341708544,41,48,65,45,9.160804020100503
230,b4000436-d7d1-4e4f-b334-456be7cdf742,197,45.68527918781726,54,45,53,45,10.680203045685278
231,c43392c9-3a96-47a0-aad7-71ab8900f074,195,47.69230769230769,47,48,55,45,12.882051282051282
232,0f8d4314-eded-4faa-b059-cc2a1664ba32,194,43.81443298969072,50,46,59,39,10.948453608247423
233,9016f245-6777-4dcb-8d30-df46205fbbf6,218,48.62385321100918,53,55,59,51,12.288990825688073
234,2e8fa8e6-30e6-473a-9695-6ace7781c5e5,166,48.19277108433735,31,45,55,35,11.27710843373494
235,2da6d2b9-63c7-46dd-be8d-89404b431681,182,51.0989010989011,40,47,49,46,10.67032967032967
236,c8f3d54f-7650-4639-b9c9-c06dfce21fd3,213,45.539906103286384,58,44,58,53,10.164319248826292
237,8b461d1c-3294-415e-a35b-c8227ea3b91c,196,47.44897959183673,50,50,53,43,15.474489795918368
238,d7416422-73ee-4273-8c4b-0c81f5038450,223,37.219730941704036,69,44,71,39,8.20627802690583
239,f10913b4-d721-45be-ac18-277d0a5deddb,199,47.73869346733668,47,50,57,45,8.56281407035176
240,ee313616-f68b-4299-8b66-70a940edc05b,162,48.148148148148145,32,42,52,36,10.617283950617283
241,786bf48a-7a27-445f-9186-bccd43765f88,203,46.79802955665025,49,49,59,46,13.448275862068966
242,53f37e0f-3fd0-4e14-8407-e558520e6a9b,189,47.08994708994709,35,48,65,41,7.243386243386244
243,9802e901-47fc-47d6-898b-40c21959c9fd,219,49.31506849315068,52,54,59,54,9.80365296803653
244,ce8d7d07-1958-41f0-9d47-b955cb0c908d,203,49.75369458128079,48,54,54,47,11.261083743842365
245,27d1ffa5-e17b-45e0-8b83-68cf0679c8dc,213,46.948356807511736,46,58,67,42,12.2018779342723
246,0e34b3d9-d8f2-4e5e-9e32-c4bd8bd46408,188,40.42553191489362,48,41,64,35,7.617021276595745
247,079735ca-d0cc-4560-a374-c72d76941053,206,48.54368932038835,52,52,54,48,12.737864077669903
248,a65b96ee-7738-47dd-a791-5c7ea8fef94c,144,48.611111111111114,30,38,44,32,12.5
249,ff5d55df-3eed-414a-bc80-0377990f01aa,222,44.5945945945946,54,49,69,50,11.373873873873874
250,51900314-8b97-4e4e-8aaf-9da29eaa3b9f,200,46.0,51,49,57,43,12.405
251,d24fb49f-3b15-4207-99f8-54a0fcde55b0,228,52.19298245614035,47,65,62,54,10.982456140350877
252,ddc649fa-5b3d-4a91-8594-917d1cbae787,196,44.38775510204081,48,50,61,37,11.71938775510204
253,f080567d-0448-4a47-87aa-637667e8ed79,189,49.735449735449734,39,49,56,45,12.523809523809524
